mes,mpio,fecha,hora,victima,sexo_v,edad_v,parentesco,edo_civil_v,ocupacion_v,escolaridad_v,agresor,sexo_a,edad_a,edo_civil_a,ocupacion_a,escolaridad_a,pob
2,31,2018/02/05,3,1,F,28,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,30,UNIÓN LIBRE,OBRERO,SECUNDARIA,333481
2,39,2018/02/11,21,1,F,36,NINGUNO,CASADO,COMERCIANTE,PRIMARIA,1.0,M,36 a 40,CASADO,NE,NE,1109171
2,39,2018/02/12,9,1,M,47,CONCUBINO (A),UNIÓN LIBRE,COMERCIANTE,SECUNDARIA,1.0,F,NE,UNIÓN LIBRE,NE,NE,1109171
2,39,2018/02/09,23,1,F,22,NINGUNO,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,23,UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,1109171
2,39,2018/02/17,22,1,F,44,NINGUNO,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1.0,M,49,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1109171
2,39,2018/02/11,12,1,F,21,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,46,CASADO,EMPLEADO,SECUNDARIA,1109171
2,31,2018/02/17,23,2,M F,12 29,PADRASTRO CONCUBINO (A),SOLTERO UNIÓN LIBRE,ESTUDIANTE EMPLEADO,PRIMARIA SECUNDARIA,1.0,M,23,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,333481
2,31,2018/02/15,20,2,F F,18 44,PADRE CONCUBINO (A),UNIÓN LIBRE UNIÓN LIBRE,SIN OFICIO COMERCIANTE,SECUNDARIA PRIMARIA,1.0,M,51 a 55,UNIÓN LIBRE,NE,NE,333481
2,37,2018/02/17,17,2,F F,16 42,HIJO(A) ESPOSO (A),SOLTERO CASADO,ESTUDIANTE HOGAR,PREPARATORIA TÉCNICO / COMERCIO,1.0,M,37,CASADO,MECÁNICO(A),PREPARATORIA,5326
2,48,2018/02/07,20,2,M M,15 42,HIJO(A) UNION LIBRE,SOLTERO SOLTERO,DESEMPLEADO DESEMPLEADO,PRIMARIA SECUNDARIA,1.0,F,35,SOLTERO,EMPLEADO,TÉCNICO / COMERCIO,296954
2,6,2018/02/17,8,1,M,44,EXESPOSO (A),CASADO,PROFESIONISTA,LICENCIATURA,1.0,F,42,DIVORCIADO,HOGAR,PREPARATORIA,597207
2,12,2018/01/20,14,1,F,27,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,34,CASADO,NE,PRIMARIA,42715
2,12,2018/02/13,20,1,F,32,ESPOSO (A),CASADO,HOGAR,LICENCIATURA,1.0,M,36,CASADO,PRESTADOR DE SERVICIOS,SECUNDARIA,42715
2,12,2018/02/13,17,1,F,42,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,39,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,42715
2,12,2018/02/11,19,1,F,29,NINGUNO,CASADO,SIN OFICIO,PREPARATORIA,1.0,M,26 a 30,CASADO,SIN OFICIO,SECUNDARIA,42715
2,10,2018/02/04,14,1,F,38,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,35,CASADO,EMPLEADO,PRIMARIA,38306
2,21,2018/02/17,14,1,M,50,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,45,UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,425148
2,21,2018/02/18,4,1,M,39,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,F,36 a 40,NE,NE,NE,425148
2,18,2018/02/18,12,1,F,37,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,36,UNIÓN LIBRE,DESEMPLEADO,PRIMARIA,247370
2,18,2018/02/18,23,1,F,24,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,22,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,247370
2,18,2017/02/18,19,1,F,31,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,35,UNIÓN LIBRE,OBRERO,PREPARATORIA,247370
2,18,2018/02/18,17,1,F,22,NINGUNO,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,28,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,247370
2,26,2018/02/18,23,1,F,62,ESPOSO (A),CASADO,EMPLEADO,PRIMARIA,1.0,M,56,CASADO,COMERCIANTE,PRIMARIA,682880
2,26,2018/02/19,2,1,M,59,HIJO(A),CASADO,COMERCIANTE,PREPARATORIA,1.0,M,36,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,682880
2,26,2018/02/18,11,1,M,20,HIJO(A),SOLTERO,EMPLEADO,PREPARATORIA,1.0,M,46 a 50,UNIÓN LIBRE,NE,NE,682880
2,26,2018/02/18,19,1,F,32,NINGUNO,CASADO,EMPLEADO,PREPARATORIA,1.0,M,33,CASADO,EMPLEADO,SECUNDARIA,682880
2,26,2018/02/17,3,1,F,35,NINGUNO,UNIÓN LIBRE,EMPLEADO,LICENCIATURA,1.0,M,18 a 20,NE,NE,NE,682880
2,26,2018/02/18,20,1,F,29,CONCUBINO (A),SOLTERO,SIN OFICIO,SECUNDARIA,1.0,M,32,SOLTERO,EMPLEADO,SECUNDARIA,682880
2,26,2018/02/10,16,1,F,22,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,27,SOLTERO,NE,PRIMARIA,682880
2,31,2018/02/10,1,1,F,38,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,40,CASADO,EMPLEADO,SECUNDARIA,333481
2,33,2018/01/25,20,1,F,54,EXESPOSO (A),CASADO,HOGAR,PRIMARIA,1.0,M,52,CASADO,CHOFER,SECUNDARIA,79853
2,39,2018/02/15,17,1,F,27,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,34,CASADO,EMPLEADO,PREPARATORIA,1109171
2,39,2018/02/11,8,1,F,31,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,29,CASADO,NE,SECUNDARIA,1109171
2,39,2018/02/03,21,1,F,42,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,39,CASADO,DESEMPLEADO,SECUNDARIA,1109171
2,39,2018/02/10,0,1,F,26,NINGUNO,SOLTERO,SIN OFICIO,SECUNDARIA,1.0,M,24,SOLTERO,SIN OFICIO,PRIMARIA,1109171
2,39,2018/02/17,23,1,F,29,NINGUNO,SOLTERO,EMPLEADO,PREPARATORIA,1.0,M,29,CASADO,NE,NE,1109171
2,39,2018/02/01,12,1,M,74,NINGUNO,DIVORCIADO,JUBILADO,PRIMARIA,1.0,M,41 a 45,NE,NE,NE,1109171
2,39,2018/02/13,8,1,F,28,NINGUNO,UNIÓN LIBRE,EMPLEADO,PRIMARIA,1.0,M,38,CASADO,NE,PRIMARIA,1109171
2,39,2018/02/19,1,1,F,28,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,35,UNIÓN LIBRE,COMERCIANTE,LICENCIATURA,1109171
2,39,2018/02/11,21,1,F,46,HIJO(A),SOLTERO,EMPLEADA DOMESTICA,SECUNDARIA,1.0,M,25,UNIÓN LIBRE,NE,SECUNDARIA,1109171
2,39,2018/02/13,17,1,M,9,NINGUNO,SOLTERO,ESTUDIANTE,NINGUNA,1.0,M,58,CASADO,COMERCIANTE,PREPARATORIA,1109171
2,39,2017/08/21,0,1,M,46,ESPOSO (A),DIVORCIADO,PROFESIONISTA,LICENCIATURA,1.0,M,31 a 35,NE,NE,NE,1109171
2,44,2018/02/13,14,1,F,20,UNION LIBRE,SOLTERO,HOGAR,PRIMARIA,1.0,M,18 a 20,NE,NE,NE,35456
2,46,2018/02/18,0,1,F,19,NINGUNO,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,430143
2,46,2018/02/15,19,1,F,35,NINGUNO,SEPARADO,HOGAR,LICENCIATURA,1.0,M,36,NE,NE,NE,430143
2,46,2018/02/15,4,1,F,38,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,PRIMARIA,1.0,M,46 a 50,UNIÓN LIBRE,NE,NE,430143
2,46,2018/02/09,12,1,F,72,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,62,UNIÓN LIBRE,ALBAÑIL,PRIMARIA,430143
2,46,2018/02/11,23,1,M,54,NINGUNO,CASADO,DESEMPLEADO,PRIMARIA,1.0,F,50,CASADO,HOGAR,PRIMARIA,430143
2,46,2018/02/14,12,1,F,37,NINGUNO,CASADO,COMERCIANTE,PREPARATORIA,1.0,M,37,CASADO,SIN OFICIO,PREPARATORIA,430143
2,46,2018/02/16,10,1,F,24,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,27,UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,430143
2,19,2018/02/15,19,1,F,29,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,30,CASADO,EMPLEADO,SECUNDARIA,123156
2,25,2018/02/16,23,1,F,32,CONCUBINO (A),UNIÓN LIBRE,OPERARIO,SECUNDARIA,1.0,M,38,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,67294
2,25,2018/02/13,22,1,F,28,UNION LIBRE,UNIÓN LIBRE,SECRETARIA,SECUNDARIA,1.0,M,42,NE,NE,NE,67294
2,6,2018/02/16,15,2,F M,15 34,NINGUNO NINGUNO,SOLTERO UNIÓN LIBRE,ESTUDIANTE EMPLEADO,SECUNDARIA SECUNDARIA,1.0,F,NE,NE,NE,NE,597207
2,39,2018/02/13,15,2,M M,12 13,HIJO(A) PADRE,SOLTERO SOLTERO,ESTUDIANTE ESTUDIANTE,PRIMARIA PRIMARIA,1.0,M,33,UNIÓN LIBRE,DESEMPLEADO,PREPARATORIA,1109171
2,4,2018/02/10,4,1,F,20,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,26,CASADO,NE,NE,34353
2,4,2018/02/08,16,1,F,18,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,18 a 20,NE,NE,NE,34353
2,4,2018/02/17,23,1,F,51,NINGUNO,CASADO,SIN OFICIO,LICENCIATURA,1.0,M,51,CASADO,NE,LICENCIATURA,34353
2,6,2018/01/25,20,1,F,35,ESPOSO (A),CASADO,OBRERO,PREPARATORIA,1.0,M,37,CASADO,EMPLEADO,SECUNDARIA,597207
2,6,2018/02/03,9,1,F,30,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,LICENCIATURA,1.0,M,26,NE,NE,NE,597207
2,6,2018/02/01,0,1,F,32,ESPOSO (A),CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,38,CASADO,EMPLEADO,TÉCNICO / COMERCIO,597207
2,6,2018/02/02,8,1,M,24,EXESPOSO (A),DIVORCIADO,SIN OFICIO,PREPARATORIA,1.0,M,33,CASADO,PRESTADOR DE SERVICIOS,PREPARATORIA,597207
2,6,2018/02/18,18,1,F,2,MADRE,SOLTERO,SIN OFICIO,NINGUNA,1.0,F,21,SOLTERO,EMPLEADO,SECUNDARIA,597207
2,6,2018/01/28,23,1,F,18,NINGUNO,UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,28,UNIÓN LIBRE,PRESTADOR DE SERVICIOS,SECUNDARIA,597207
2,6,2018/02/14,16,1,M,36,NINGUNO,SOLTERO,SIN OFICIO,PREPARATORIA,1.0,F,31,UNIÓN LIBRE,HOGAR,PREPARATORIA,597207
2,6,2018/01/18,16,1,F,37,NINGUNO,UNIÓN LIBRE,HOGAR,LICENCIATURA,1.0,M,45,CASADO,CHOFER,SECUNDARIA,597207
2,6,2018/02/03,13,1,F,58,NINGUNO,VIUDO,HOGAR,TÉCNICO / COMERCIO,1.0,M,40,SOLTERO,DESEMPLEADO,TÉCNICO / COMERCIO,597207
2,6,2017/12/01,0,1,F,34,ESPOSO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,33,UNIÓN LIBRE,NE,PRIMARIA,597207
2,6,2018/02/18,20,1,F,40,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,36 a 40,NE,NE,NE,597207
2,6,2018/02/14,20,1,F,46,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,41,CASADO,EMPLEADO,PRIMARIA,597207
2,6,2018/02/02,14,1,F,46,NINGUNO,DIVORCIADO,COMERCIANTE,TÉCNICO / COMERCIO,1.0,F,22,SOLTERO,NE,LICENCIATURA,597207
2,9,2018/02/18,19,1,F,56,ESPOSO (A),CASADO,HOGAR,LICENCIATURA,1.0,M,58,CASADO,PENSIONADO,SECUNDARIA,95534
2,9,2018/02/15,21,1,F,30,NINGUNO,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,34,CASADO,EMPLEADO,PREPARATORIA,95534
2,9,2018/02/12,19,1,F,30,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,30,CASADO,NE,SECUNDARIA,95534
2,9,2018/02/12,1,1,F,29,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,27,CASADO,OBRERO,SECUNDARIA,95534
2,9,2018/02/17,21,1,F,47,NINGUNO,CASADO,EMPLEADO,PRIMARIA,1.0,M,47,CASADO,CHOFER,PRIMARIA,95534
2,9,2018/02/16,1,1,F,38,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,38,CASADO,ELECTRICISTA,PRIMARIA,95534
2,18,2018/02/16,13,1,M,38,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PRIMARIA,1.0,M,51,UNIÓN LIBRE,NE,SECUNDARIA,247370
2,18,2018/02/17,14,1,M,30,EXESPOSO (A),SEPARADO,EMPLEADO,LICENCIATURA,1.0,F,24,SEPARADO,EMPLEADO,LICENCIATURA,247370
2,18,2018/02/18,17,1,F,30,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,SECUNDARIA,2.0,F M,21 22,UNIÓN LIBRE UNIÓN LIBRE,EMPLEADO DESEMPLEADO,SECUNDARIA SECUNDARIA,247370
2,18,2018/02/20,4,1,F,19,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,24,UNIÓN LIBRE,COMERCIANTE,PRIMARIA,247370
2,18,2018/02/19,22,1,M,24,CONCUBINO (A),UNIÓN LIBRE,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,25,UNIÓN LIBRE,EMPLEADO,LICENCIATURA,247370
2,18,2018/02/17,9,1,F,42,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,46,CASADO,EMPLEADO,LICENCIATURA,247370
2,18,2018/02/17,16,1,F,35,MADRE,UNIÓN LIBRE,HOGAR,SECUNDARIA,2.0,F M,51 a 55 46 a 50,NE NE,NE NE,NE NE,247370
2,18,2018/02/17,7,1,F,39,UNION LIBRE,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,25,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,247370
2,18,2018/02/17,14,1,F,19,NINGUNO,UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,247370
2,18,2018/02/14,12,1,F,28,NINGUNO,CASADO,HOGAR,PRIMARIA,1.0,M,36 a 40,NE,NE,NE,247370
2,18,2018/02/19,20,1,F,31,NINGUNO,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,1.0,M,33,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,247370
2,26,2018/02/19,23,1,M,6,NINGUNO,UNIÓN LIBRE,EMPLEADO,PRIMARIA,1.0,M,37,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,682880
2,26,2018/02/18,20,1,F,43,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,46,CASADO,ALBAÑIL,PRIMARIA,682880
2,26,2018/02/19,21,1,F,43,NINGUNO,SOLTERO,EMPLEADO,LICENCIATURA,1.0,M,38,SOLTERO,NE,PREPARATORIA,682880
2,26,2018/02/18,10,1,F,41,ESPOSO (A),CASADO,HOGAR,PREPARATORIA,1.0,M,45,CASADO,EMPLEADO,PREPARATORIA,682880
2,31,2018/02/20,2,1,F,20,NINGUNO,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,1.0,M,18 a 20,NE,NE,NE,333481
2,31,2018/02/18,23,1,F,48,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,51 a 55,CASADO,SIN OFICIO,SECUNDARIA,333481
2,31,2018/02/17,18,1,M,23,ESPOSO (A),CASADO,EMPLEADO,PREPARATORIA,1.0,F,23,SOLTERO,EMPLEADO,PREPARATORIA,333481
2,31,2018/02/19,0,1,F,32,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,31 a 35,CASADO,NE,NE,333481
2,31,2018/02/15,21,1,F,36,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,28,NE,SIN OFICIO,SECUNDARIA,333481
2,31,2018/02/19,1,1,M,32,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,34,CASADO,NE,NE,333481
2,31,2018/02/18,1,1,F,24,ESPOSO (A),CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,21 a 25,CASADO,SIN OFICIO,SECUNDARIA,333481
2,31,2018/02/19,19,1,F,24,NINGUNO,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,1.0,M,21 a 25,UNIÓN LIBRE,NE,PRIMARIA,333481
2,33,2018/02/09,0,1,F,41,NINGUNO,DIVORCIADO,EMPLEADO,SECUNDARIA,1.0,M,43,DIVORCIADO,NE,NE,79853
2,39,2017/02/21,0,1,M,62,NINGUNO,CASADO,COMERCIANTE,LICENCIATURA,5.0,M M M M M,43 54 26 a 30 46 a 50 21 a 25,CASADO DIVORCIADO NE NE NE,COMERCIANTE PROFESIONISTA NE NE NE,POSGRADO LICENCIATURA NE NE NE,1109171
2,39,2018/02/17,4,1,F,28,UNION LIBRE,UNIÓN LIBRE,EMPLEADO,PREPARATORIA,1.0,M,41,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1109171
2,39,2018/02/11,10,1,F,38,CONCUBINO (A),SOLTERO,EMPLEADO,SECUNDARIA,1.0,M,51 a 55,CASADO,NE,SECUNDARIA,1109171
2,39,2018/02/17,15,1,F,7,PADRASTRO,SOLTERO,ESTUDIANTE,NINGUNA,1.0,M,28,CASADO,ALBAÑIL,SECUNDARIA,1109171
2,39,2018/02/17,5,1,F,29,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,30,CASADO,EMPLEADO,SECUNDARIA,1109171
2,39,2018/02/18,23,1,F,32,CONCUBINO (A),UNIÓN LIBRE,COMERCIANTE,PRIMARIA,1.0,M,34,UNIÓN LIBRE,PRESTADOR DE SERVICIOS,SECUNDARIA,1109171
2,39,2018/02/18,20,1,F,22,NINGUNO,SOLTERO,ESTUDIANTE,LICENCIATURA,1.0,M,50,CASADO,PROFESIONISTA,POSGRADO,1109171
2,41,2018/02/06,7,1,F,44,NINGUNO,SOLTERO,OPERARIO,SECUNDARIA,1.0,M,31 a 35,NE,NE,NE,87168
2,41,2018/02/01,21,1,F,19,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,18 a 20,NE,NE,NE,87168
2,41,2018/01/31,23,1,M,33,NINGUNO,SOLTERO,SIN OFICIO,SECUNDARIA,2.0,F F,NE NE,NE NE,NE NE,NE NE,87168
2,41,2018/01/31,0,1,F,37,ESPOSO (A),CASADO,EMPLEADO,LICENCIATURA,1.0,M,37,CASADO,TAXISTA,SECUNDARIA,87168
2,46,2018/02/18,10,1,F,45,ESPOSO (A),CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,60,CASADO,DESEMPLEADO,PREPARATORIA,430143
2,46,2018/02/16,15,1,F,42,NINGUNO,CASADO,COMERCIANTE,TÉCNICO / COMERCIO,1.0,M,48,CASADO,ABOGADO,NINGUNA,430143
2,48,2018/02/17,21,1,F,50,UNION LIBRE,VIUDO,HOGAR,PRIMARIA,1.0,M,48,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,296954
2,48,2018/02/17,22,1,F,51,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,51,CASADO,EMPLEADO,SECUNDARIA,296954
2,48,2018/02/17,20,1,M,39,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,F,28,CASADO,NE,NE,296954
2,48,2018/02/17,23,1,F,37,NINGUNO,CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,54,CASADO,NE,LICENCIATURA,296954
2,48,2018/01/30,6,1,F,15,HIJO(A),SOLTERO,ESTUDIANTE,PRIMARIA,1.0,F,33,UNIÓN LIBRE,HOGAR,SECUNDARIA,296954
2,48,2018/02/18,12,1,F,28,UNION LIBRE,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,30,SOLTERO,NE,SECUNDARIA,296954
2,48,2018/02/10,16,1,F,46,NINGUNO,CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,46,NE,NE,NE,296954
2,48,2018/02/16,19,1,F,28,UNION LIBRE,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,28,UNIÓN LIBRE,DESEMPLEADO,SECUNDARIA,296954
2,48,2018/02/17,23,1,F,30,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,35,CASADO,ALBAÑIL,SECUNDARIA,296954
2,49,2018/02/17,12,1,F,43,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,45,CASADO,CHOFER,PRIMARIA,42407
2,22,2018/02/15,6,1,F,40,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,43,CASADO,JORNALERO,SECUNDARIA,14795
2,6,2017/12/30,11,2,M F,10 49,HIJO(A) NINGUNO,CASADO CASADO,SIN OFICIO HOGAR,PRIMARIA PREPARATORIA,1.0,M,50,CASADO,NE,NE,597207
2,26,2018/02/18,0,2,F F,10 11,NINGUNO NINGUNO,SOLTERO SOLTERO,ESTUDIANTE ESTUDIANTE,NINGUNA NINGUNA,1.0,F,31,CASADO,EMPLEADO,SECUNDARIA,682880
2,5,2018/02/02,22,1,F,33,ESPOSO (A),CASADO,SIN OFICIO,SECUNDARIA,1.0,M,37,SEPARADO,NE,NE,18194
2,5,2018/01/31,20,1,F,29,ESPOSO (A),CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,26,CASADO,NE,SECUNDARIA,18194
2,5,2018/02/04,21,1,M,79,HIJO(A),CASADO,SIN OFICIO,PRIMARIA,1.0,M,31 a 35,SEPARADO,NE,PRIMARIA,18194
2,6,2018/02/05,13,1,F,46,NINGUNO,DIVORCIADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,M,52,NE,EMPLEADO,LICENCIATURA,597207
2,6,2018/02/18,12,1,F,37,HIJO(A),CASADO,HOGAR,TÉCNICO / COMERCIO,1.0,M,21,SOLTERO,NE,PREPARATORIA,597207
2,6,2018/02/18,2,1,F,37,NINGUNO,CASADO,HOGAR,SECUNDARIA,2.0,M F,39 NE,CASADO NE,NE NE,PREPARATORIA NE,597207
2,6,2018/02/15,18,1,F,44,NINGUNO,CASADO,EMPLEADO,SECUNDARIA,1.0,M,NE,NE,NE,NE,597207
2,6,2018/02/18,3,1,F,22,ESPOSO (A),SOLTERO,SIN OFICIO,LICENCIATURA,1.0,M,20,SOLTERO,SIN OFICIO,PREPARATORIA,597207
2,6,2018/02/04,13,1,F,29,ESPOSO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,31,UNIÓN LIBRE,SIN OFICIO,SECUNDARIA,597207
2,9,2018/02/19,0,1,F,28,NINGUNO,CASADO,SIN OFICIO,PREPARATORIA,1.0,M,26,CASADO,CHOFER,NINGUNA,95534
2,9,2018/02/19,5,1,F,34,NINGUNO,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,43,UNIÓN LIBRE,OBRERO,PRIMARIA,95534
2,9,2018/02/19,11,1,M,38,NINGUNO,CASADO,EMPLEADO,PREPARATORIA,1.0,F,28,UNIÓN LIBRE,HOGAR,PRIMARIA,95534
2,11,2018/02/10,18,1,F,36,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,43,CASADO,DESEMPLEADO,PRIMARIA,7757
2,10,2018/02/18,14,1,F,58,NINGUNO,UNIÓN LIBRE,EMPLEADO,SECUNDARIA,1.0,M,56 a 60,NE,NE,NE,38306
2,10,2018/02/18,1,1,F,28,NINGUNO,UNIÓN LIBRE,OPERARIO,SECUNDARIA,1.0,F,29,UNIÓN LIBRE,NE,TÉCNICO / COMERCIO,38306
2,10,2018/02/18,3,1,F,28,CONCUBINO (A),UNIÓN LIBRE,HOGAR,PREPARATORIA,1.0,M,26 a 30,NE,NE,NE,38306
2,10,2018/02/17,22,1,F,27,CONCUBINO (A),CASADO,EMPLEADO,SECUNDARIA,1.0,M,21 a 25,UNIÓN LIBRE,NE,PRIMARIA,38306
2,21,2018/02/18,15,1,F,29,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,26 a 30,NE,NE,NE,425148
2,21,2018/02/18,21,1,F,35,CONCUBINO (A),DIVORCIADO,HOGAR,SECUNDARIA,1.0,M,37,DIVORCIADO,NE,NINGUNA,425148
2,21,2018/02/16,19,1,M,44,NINGUNO,CASADO,EMPLEADO,TÉCNICO / COMERCIO,1.0,F,34,CASADO,PRESTADOR DE SERVICIOS,LICENCIATURA,425148
2,21,2018/02/15,22,1,F,26,MADRE,DIVORCIADO,EMPLEADO,PREPARATORIA,1.0,F,45,CASADO,HOGAR,PREPARATORIA,425148
2,21,2018/02/15,19,1,F,67,NINGUNO,CASADO,HOGAR,SECUNDARIA,1.0,M,61 a 70,NE,NE,NE,425148
2,21,2018/02/15,14,1,M,53,ESPOSO (A),CASADO,EMPLEADO,SECUNDARIA,2.0,M F,29 55,NE CASADO,HOGAR HOGAR,NE NE,425148
2,21,2018/02/16,19,1,F,55,ESPOSO (A),CASADO,HOGAR,SECUNDARIA,1.0,M,53,CASADO,EMPLEADO,SECUNDARIA,425148
2,21,2018/02/15,20,1,F,19,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,26 a 30,NE,NE,NE,425148
2,21,2018/02/19,1,1,M,46,NINGUNO,UNIÓN LIBRE,EMPLEADA DOMESTICA,SECUNDARIA,1.0,M,33,UNIÓN LIBRE,NE,SECUNDARIA,425148
2,21,2018/02/19,20,1,F,42,NINGUNO,CASADO,COMERCIANTE,SECUNDARIA,1.0,M,43,CASADO,NE,PRIMARIA,425148
2,21,2018/02/07,13,1,M,34,NINGUNO,UNIÓN LIBRE,SIN OFICIO,PRIMARIA,1.0,F,46,UNIÓN LIBRE,COMERCIANTE,NE,425148
2,21,2018/02/20,9,1,F,19,HIJO(A),SOLTERO,DESEMPLEADO,SECUNDARIA,1.0,F,36 a 40,NE,NE,NE,425148
2,21,2018/02/13,19,1,M,32,ESPOSO (A),CASADO,CHOFER,SECUNDARIA,1.0,F,31,CASADO,NE,SECUNDARIA,425148
2,21,2018/02/17,1,1,F,43,CONCUBINO (A),UNIÓN LIBRE,HOGAR,SECUNDARIA,1.0,M,45,UNIÓN LIBRE,NE,SECUNDARIA,425148
2,21,2017/09/15,20,1,M,10,PADRE,SOLTERO,ESTUDIANTE,PRIMARIA,1.0,M,38,SEPARADO,NE,PRIMARIA,425148
